timestamp,filing_date,ticker,asset,action,amount_low,amount_high,trade_date,lag_days,link
2026-08-28T03:56:09+00:00,2026-08-12,BAC,BANK OF AMERICA CORPORATION,BUY,15001,50000,2026-06-01,72,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,VERTIV HOLDINGS CO,BUY,2001,15000,2026-06-18,55,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,IP,INTERNATIONAL PAPER,BUY,1001,15000,2026-06-18,55,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,LULULEMON ATHLETICA INC,SELL,1001,15000,2026-06-18,55,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,FIDELITY NATL INFORMATION SVCS INC,SELL,15001,50000,2026-06-18,55,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,TRMB,TRIMBLE NAV LTD,SELL,15001,50000,2026-06-18,55,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,IT,GARTNER GROUP INC,SELL,50001,100000,2026-06-18,55,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,HENRY JACK & ASSOC INC,SELL,50001,100000,2026-06-18,55,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,GLOBAL PMTS INC,SELL,50001,100000,2026-06-18,55,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,KKR & CO INC,SELL,50001,100000,2026-06-18,55,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,CEG,CONSTELLATION ENERGY CORP,SELL,50001,100000,2026-06-18,55,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,SBAC,SBA COMMUNICATION CORP,SELL,100001,250000,2026-06-18,55,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,COINBASE GLOBAL INC,SELL,100001,250000,2026-06-18,55,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,“Tinian FISHER CORP,SELL,250001,500000,2026-06-18,55,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,BROWN & BROWN INC,SELL,250001,500000,2026-06-18,55,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,EFX,EQUIFAX INC,SELL,250001,500000,2026-06-18,55,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,ABBOTT LABS INC,SELL,250001,500000,2026-06-18,55,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,NFLX,NETFLIX INC,SELL,500001,1000000,2026-06-18,55,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,SPGI,S&P GLOBAL INC,SELL,500001,1000000,2026-06-18,55,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,MCD,MCDONALDS CORP,SELL,500001,1000000,2026-06-18,55,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,ICME GROUP INC,SELL,500001,1000000,2026-06-18,55,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,ROP,"ROPER TECHNOLOGIES, INC",SELL,500001,1000000,2026-06-18,55,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,PALANTIR TECHNOLOGIES INC,SELL,500001,1000000,2026-06-18,55,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,MSI,MOTOROLA SOLUTIONS INC,SELL,1000001,5000000,2026-06-18,55,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,META,"Meta Platforms, Inc",SELL,1000001,5000000,2026-06-18,55,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,HD,HOME DEPOT INC,BUY,250001,500000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,NVDA,NVIDIA CORP,BUY,100001,250000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,META,META PLATFORMS INC CL A,BUY,100001,250000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,TSLA,TESLA INC,BUY,100001,250000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,INTL BUSINESS MACHINES CORP,BUY,100001,250000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,QCOM,QUALCOMM INC,BUY,100001,250000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,CVX,CHEVRON CORP,BUY,50001,100000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,MRK,MERCK & COMPANY INC,BUY,50001,100000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,BLK,BLACKROCK FDG INC,BUY,50001,100000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,DUK,DUKE ENERGY CORP,BUY,50001,100000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,PG,PROCTER & GAMBLE CO,BUY,50001,100000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,INTL BUSINESS MACHINES CORP,BUY,50001,100000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,ABBV,ABBVIE INC,BUY,50001,100000,2026-06-16,57,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,PLD,PROLOGIS INC,BUY,50001,100000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,BX,BLACKSTONE INC,BUY,15001,50000,,,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,AAPL,APPLE INC,BUY,15001,50000,,,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,ADBE,ADOBE INC,BUY,15001,50000,2026-06-16,57,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,HD,HOME DEPOT INC,BUY,15001,50000,2026-06-16,57,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,TAKE-TWO INTERACTIVE SOFTWARE INC,BUY,15001,50000,2026-06-16,57,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,AMZN,AMAZON.COM INC,BUY,15001,50000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,TSLA,TESLA INC,BUY,15001,50000,2026-06-16,57,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,IDXX,IDEXX LABORATORIES INC,BUY,15001,50000,2026-06-16,57,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,AVGO,BROADCOM INC,BUY,1001,15000,2026-06-16,57,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,= INC,BUY,1001,15000,2026-06-16,57,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,FIDELITY NATIONAL INFORMATION SERVICES INC,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,GOOGL,ALPHABET INC CLA,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,NXPI,NXP SEMICONDUCTORS NV,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,SNPS,SYNOPSYS INC,BUY,1001,15000,2026-06-16,57,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,TSCO,TRACTOR SUPPLY CO,BUY,1001,15000,2026-06-16,57,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,BDX,BECTON DICKINSON & CO,BUY,1001,15000,,,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,NVDA,NVIDIA CORP __,BUY,1001,15000,2026-06-16,57,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,UNITED THERAPEUTICS CORP,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,VRTX,VERTEX PHARMACEUTICALS INC _,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,TXN,TEXAS INSTRUMENTS INC,BUY,1001,15000,,,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,BBY,BEST BUY COMPANY INC __,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,JNJ,JOHNSON & JOHNSON,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,ULTA,ULTA BEAUTY INC,BUY,1001,15000,2026-06-16,57,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,INATERA INC,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,CPRT,COPART INC,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,ENTEGRIS INC,BUY,2001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,ISEMTECH CORP,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,ISANMINA CORP,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,FORMFACTOR INC,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,MSFT,MICROSOFT CORP,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,ELEMENT SOLUTIONS INC,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,MOLINA HEALTHCARE INC,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,ESCO TECHNOLOGIES INC,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,MADISON SQUARE GARDEN SPORTS CORP,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,RYMAN HOSPITALITY PPTYS INC,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,RALLIANT CORP,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,VISHAY INTERTECHNOLOGY INC,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,EVERUS CONSTRUCTION GROUP INC,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,CORCEPT THERAPEUTICS INC,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,ENPRO INC,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,CARMAX INC,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,DXCM,DEXCOM INC,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,GLAUKOS CORP,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,'TERRENO REALTY CORP,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,ETSY INC,BUY,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,SWKS,SKYWORKS: SOLUTIONS INC,SELL,1001,15000,2026-06-16,57,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,FOXA,FOX CORP CLA,SELL,1001,15000,2026-06-16,57,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,VRSN,VERISIGN INC,SELL,1001,15000,2026-06-16,57,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,CHTR,CHARTER COMMUNICATIONS INC NEW CLA,SELL,1001,15000,2026-06-16,57,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,FOXA,FOX CORP CLB,SELL,1001,15000,2026-06-16,57,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,FANG,DIAMONDBACK ENERGY INC,SELL,1001,15000,2026-06-16,57,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,DOW,DOW INC,SELL,1001,15000,2026-06-16,57,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,STZ,CONSTELLATION BRANDS INC CLA,SELL,1001,15000,2026-06-16,57,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,DVN,DEVON ENERGY CORP,SELL,1001,15000,2026-06-15,58,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,VLO,VALERO ENERGY CORP,SELL,1001,15000,2026-06-16,57,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,ABNB,AIRBNB INC CLA,SELL,1001,15000,2026-06-16,57,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,VERIZON COMMUNICATIONS INC,SELL,1001,15000,2026-06-16,57,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,CMCSA,COMCAST CORP CLA,SELL,1001,15000,2026-06-16,57,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
2026-08-28T03:56:09+00:00,2026-08-12,,REGENERON PHARMACEUTICALS INC,SELL,1001,15000,2026-06-16,57,https://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2BF91F890F718ACB85258E5B002DE16B/$FILE/Donald-J-Trump-08.12.2026-278T.pdf
